STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00444044,"HOLLAND 1 E, VA US",6/8/1980,0,88,60
USC00448829,"WALKERTON 2 NW, VA US",6/9/1980,0,81,50
USC00442208,"DALE ENTERPRISE, VA US",6/9/1980,0,73,43
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/9/1980,0,81,43
USC00447338,"ROCKY MOUNT, VA US",6/9/1980,0,85,50
USC00445213,"MANASSAS, VA US",6/9/1980,0,79,50
USC00444044,"HOLLAND 1 E, VA US",6/9/1980,0,91,54
USC00448829,"WALKERTON 2 NW, VA US",6/10/1980,0,79,54
USC00442208,"DALE ENTERPRISE, VA US",6/10/1980,0.05,71,53
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/10/1980,0.04,72,52
USC00447338,"ROCKY MOUNT, VA US",6/10/1980,0,76,50
USC00445213,"MANASSAS, VA US",6/10/1980,0.1,79,55
USC00444044,"HOLLAND 1 E, VA US",6/10/1980,0,75,56
USC00448829,"WALKERTON 2 NW, VA US",6/11/1980,0.1,77,57
USC00442208,"DALE ENTERPRISE, VA US",6/11/1980,0,72,45
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/11/1980,0,72,44
USC00447338,"ROCKY MOUNT, VA US",6/11/1980,0.03,80,52
USC00445213,"MANASSAS, VA US",6/11/1980,0,74,47
USC00444044,"HOLLAND 1 E, VA US",6/11/1980,0,85,59
USC00448829,"WALKERTON 2 NW, VA US",6/12/1980,0,76,56
USC00442208,"DALE ENTERPRISE, VA US",6/12/1980,0,71,47
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/12/1980,0,73,51
USC00447338,"ROCKY MOUNT, VA US",6/12/1980,0,75,52
USC00445213,"MANASSAS, VA US",6/12/1980,0,76,43
USC00444044,"HOLLAND 1 E, VA US",6/12/1980,0,77,53
USC00448829,"WALKERTON 2 NW, VA US",6/13/1980,0,79,47
USC00442208,"DALE ENTERPRISE, VA US",6/13/1980,0,78,43
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/13/1980,0,72,40
USC00447338,"ROCKY MOUNT, VA US",6/13/1980,0,75,44
USC00445213,"MANASSAS, VA US",6/13/1980,0,80,46
USC00444044,"HOLLAND 1 E, VA US",6/13/1980,0,75,46
USC00448829,"WALKERTON 2 NW, VA US",6/14/1980,0,87,49
USC00442208,"DALE ENTERPRISE, VA US",6/14/1980,0,85,48
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/14/1980,0,78,46
USC00447338,"ROCKY MOUNT, VA US",6/14/1980,0,77,44
USC00445213,"MANASSAS, VA US",6/14/1980,0.8,78,50
USC00444044,"HOLLAND 1 E, VA US",6/14/1980,0,76,42
USC00448829,"WALKERTON 2 NW, VA US",6/15/1980,0,92,59
USC00442208,"DALE ENTERPRISE, VA US",6/15/1980,0,91,61
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/15/1980,0,86,56
USC00447338,"ROCKY MOUNT, VA US",6/15/1980,0,87,50
USC00445213,"MANASSAS, VA US",6/15/1980,0.25,80,52
USC00444044,"HOLLAND 1 E, VA US",6/15/1980,0,84,64
USC00448829,"WALKERTON 2 NW, VA US",6/16/1980,0,89,70
USC00442208,"DALE ENTERPRISE, VA US",6/16/1980,0.08,86,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/16/1980,0,89,68
USC00447338,"ROCKY MOUNT, VA US",6/16/1980,0,92,65
USC00445213,"MANASSAS, VA US",6/16/1980,0,79,55
USC00444044,"HOLLAND 1 E, VA US",6/16/1980,0,95,72
USC00448829,"WALKERTON 2 NW, VA US",6/17/1980,0,80,55
USC00442208,"DALE ENTERPRISE, VA US",6/17/1980,0,76,48
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/17/1980,0,80,44
USC00447338,"ROCKY MOUNT, VA US",6/17/1980,0,83,56
USC00445213,"MANASSAS, VA US",6/17/1980,0.08,76,50
USC00444044,"HOLLAND 1 E, VA US",6/17/1980,0,93,61
USC00448829,"WALKERTON 2 NW, VA US",6/18/1980,0,78,48
USC00442208,"DALE ENTERPRISE, VA US",6/18/1980,0,76,46
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/18/1980,0.07,76,46
USC00447338,"ROCKY MOUNT, VA US",6/18/1980,0,77,56
USC00445213,"MANASSAS, VA US",6/18/1980,0,78,48
USC00444044,"HOLLAND 1 E, VA US",6/18/1980,0,80,53
USC00448829,"WALKERTON 2 NW, VA US",6/19/1980,0,83,48
USC00442208,"DALE ENTERPRISE, VA US",6/19/1980,0,81,53
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/19/1980,0,76,54
USC00447338,"ROCKY MOUNT, VA US",6/19/1980,0.13,65,55
USC00445213,"MANASSAS, VA US",6/19/1980,0,83,52
USC00444044,"HOLLAND 1 E, VA US",6/19/1980,0,73,51
USC00448829,"WALKERTON 2 NW, VA US",6/20/1980,0,84,64
USC00442208,"DALE ENTERPRISE, VA US",6/20/1980,0,73,59
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/20/1980,0,80,57
USC00447338,"ROCKY MOUNT, VA US",6/20/1980,0,78,57
USC00445213,"MANASSAS, VA US",6/20/1980,0,80,53
USC00444044,"HOLLAND 1 E, VA US",6/20/1980,0,83,61
USC00448829,"WALKERTON 2 NW, VA US",6/21/1980,0,88,63
USC00442208,"DALE ENTERPRISE, VA US",6/21/1980,0,82,47
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/21/1980,0,75,42
USC00447338,"ROCKY MOUNT, VA US",6/21/1980,0,80,48
USC00445213,"MANASSAS, VA US",6/21/1980,0,76,50
USC00444044,"HOLLAND 1 E, VA US",6/21/1980,0,87,50
USC00448829,"WALKERTON 2 NW, VA US",6/22/1980,0,89,50
USC00442208,"DALE ENTERPRISE, VA US",6/22/1980,0,86,47
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/22/1980,0,79,43
USC00447338,"ROCKY MOUNT, VA US",6/22/1980,0,79,50
USC00445213,"MANASSAS, VA US",6/22/1980,0,89,62
USC00444044,"HOLLAND 1 E, VA US",6/22/1980,0,82,50
USC00448829,"WALKERTON 2 NW, VA US",6/23/1980,0,91,62
USC00442208,"DALE ENTERPRISE, VA US",6/23/1980,0,90,54
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/23/1980,0,85,52
USC00447338,"ROCKY MOUNT, VA US",6/23/1980,0,86,54
USC00445213,"MANASSAS, VA US",6/23/1980,0,90,64
USC00444044,"HOLLAND 1 E, VA US",6/23/1980,0,87,57
USC00448829,"WALKERTON 2 NW, VA US",6/24/1980,0,89,64
USC00442208,"DALE ENTERPRISE, VA US",6/24/1980,0,81,61
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/24/1980,0,89,57
USC00447338,"ROCKY MOUNT, VA US",6/24/1980,0,88,61
USC00445213,"MANASSAS, VA US",6/24/1980,0.15,90,67
USC00444044,"HOLLAND 1 E, VA US",6/24/1980,0,90,63
USC00448829,"WALKERTON 2 NW, VA US",6/25/1980,0,84,65
USC00442208,"DALE ENTERPRISE, VA US",6/25/1980,0,78,61
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/25/1980,0,80,61
USC00447338,"ROCKY MOUNT, VA US",6/25/1980,0.1,74,62
USC00445213,"MANASSAS, VA US",6/25/1980,0,86,65
USC00444044,"HOLLAND 1 E, VA US",6/25/1980,0,85,61
USC00448829,"WALKERTON 2 NW, VA US",6/26/1980,0.07,77,69
USC00442208,"DALE ENTERPRISE, VA US",6/26/1980,0,83,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/26/1980,0,80,60
USC00447338,"ROCKY MOUNT, VA US",6/26/1980,1.27,69,62
USC00445213,"MANASSAS, VA US",6/26/1980,0,88,63
USC00444044,"HOLLAND 1 E, VA US",6/26/1980,0.02,82,68
USC00448829,"WALKERTON 2 NW, VA US",6/27/1980,0,94,67
USC00442208,"DALE ENTERPRISE, VA US",6/27/1980,0,92,55
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/27/1980,0,81,51
USC00447338,"ROCKY MOUNT, VA US",6/27/1980,0,83,60
USC00445213,"MANASSAS, VA US",6/27/1980,0,96,62
USC00444044,"HOLLAND 1 E, VA US",6/27/1980,0.01,81,68
USC00448829,"WALKERTON 2 NW, VA US",6/28/1980,0,96,68
USC00442208,"DALE ENTERPRISE, VA US",6/28/1980,0,97,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/28/1980,0,92,62
USC00447338,"ROCKY MOUNT, VA US",6/28/1980,0,91,61
USC00445213,"MANASSAS, VA US",6/28/1980,0,98,65
USC00444044,"HOLLAND 1 E, VA US",6/28/1980,0,93,71
USC00448829,"WALKERTON 2 NW, VA US",6/29/1980,0.15,99,72
USC00442208,"DALE ENTERPRISE, VA US",6/29/1980,0.01,92,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/29/1980,0,94,66
USC00447338,"ROCKY MOUNT, VA US",6/29/1980,0,94,70
USC00445213,"MANASSAS, VA US",6/29/1980,0.33,96,72
USC00444044,"HOLLAND 1 E, VA US",6/29/1980,0,97,75
USC00448829,"WALKERTON 2 NW, VA US",6/30/1980,0.04,84,69
USC00442208,"DALE ENTERPRISE, VA US",6/30/1980,0,79,66
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/30/1980,0.03,90,61
USC00447338,"ROCKY MOUNT, VA US",6/30/1980,0.41,91,69
USC00445213,"MANASSAS, VA US",6/30/1980,0,94,68
USC00444044,"HOLLAND 1 E, VA US",6/30/1980,0.3,98,69
USC00448829,"WALKERTON 2 NW, VA US",7/1/1980,0,89,55
USC00442208,"DALE ENTERPRISE, VA US",7/1/1980,0,86,53
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/1/1980,0,79,50
USC00447338,"ROCKY MOUNT, VA US",7/1/1980,0,84,52
USC00445213,"MANASSAS, VA US",7/1/1980,0,86,56
USC00444044,"HOLLAND 1 E, VA US",7/1/1980,0,90,60
USC00448829,"WALKERTON 2 NW, VA US",7/2/1980,0,95,66
USC00442208,"DALE ENTERPRISE, VA US",7/2/1980,0,97,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/2/1980,0,85,57
USC00447338,"ROCKY MOUNT, VA US",7/2/1980,0,,
USC00445213,"MANASSAS, VA US",7/2/1980,0,98,63
USC00444044,"HOLLAND 1 E, VA US",7/2/1980,0,87,64
USC00448829,"WALKERTON 2 NW, VA US",7/3/1980,0,92,75
USC00442208,"DALE ENTERPRISE, VA US",7/3/1980,0.02,88,72
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/3/1980,0,93,68
USC00447338,"ROCKY MOUNT, VA US",7/3/1980,0,92,62
USC00445213,"MANASSAS, VA US",7/3/1980,1.17,96,67
USC00444044,"HOLLAND 1 E, VA US",7/3/1980,0,92,73
USC00448829,"WALKERTON 2 NW, VA US",7/4/1980,0,90,70
USC00442208,"DALE ENTERPRISE, VA US",7/4/1980,0.01,87,61
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/4/1980,0,81,62
USC00447338,"ROCKY MOUNT, VA US",7/4/1980,0,82,65
USC00445213,"MANASSAS, VA US",7/4/1980,0,93,70
USC00444044,"HOLLAND 1 E, VA US",7/4/1980,0.4,91,72
USC00448829,"WALKERTON 2 NW, VA US",7/5/1980,0.23,96,69
USC00442208,"DALE ENTERPRISE, VA US",7/5/1980,0,91,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/5/1980,0.07,94,64
USC00447338,"ROCKY MOUNT, VA US",7/5/1980,0.07,92,68
USC00445213,"MANASSAS, VA US",7/5/1980,0,91,65
USC00444044,"HOLLAND 1 E, VA US",7/5/1980,0,90,71
USC00448829,"WALKERTON 2 NW, VA US",7/6/1980,0,87,66
USC00442208,"DALE ENTERPRISE, VA US",7/6/1980,0,86,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/6/1980,0,87,63
USC00447338,"ROCKY MOUNT, VA US",7/6/1980,0,92,69
USC00445213,"MANASSAS, VA US",7/6/1980,0.23,85,68
USC00444044,"HOLLAND 1 E, VA US",7/6/1980,0.7,93,68
USC00448829,"WALKERTON 2 NW, VA US",7/7/1980,0,89,51
USC00442208,"DALE ENTERPRISE, VA US",7/7/1980,0,88,50
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/7/1980,0,87,49
USC00447338,"ROCKY MOUNT, VA US",7/7/1980,0,91,57
USC00445213,"MANASSAS, VA US",7/7/1980,0,87,63
USC00444044,"HOLLAND 1 E, VA US",7/7/1980,0,91,60
USC00448829,"WALKERTON 2 NW, VA US",7/8/1980,0.3,85,65
USC00442208,"DALE ENTERPRISE, VA US",7/8/1980,0.22,85,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/8/1980,0,87,58
USC00447338,"ROCKY MOUNT, VA US",7/8/1980,0,86,57
USC00445213,"MANASSAS, VA US",7/8/1980,1.1,86,62
USC00444044,"HOLLAND 1 E, VA US",7/8/1980,0,84,62
USC00448829,"WALKERTON 2 NW, VA US",7/9/1980,0.17,90,64
USC00442208,"DALE ENTERPRISE, VA US",7/9/1980,1.25,88,60
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/9/1980,0.89,84,59
USC00447338,"ROCKY MOUNT, VA US",7/9/1980,0.51,91,64
USC00445213,"MANASSAS, VA US",7/9/1980,0,87,65
USC00444044,"HOLLAND 1 E, VA US",7/9/1980,0.01,87,66
USC00448829,"WALKERTON 2 NW, VA US",7/10/1980,0.3,87,68
USC00442208,"DALE ENTERPRISE, VA US",7/10/1980,0.22,82,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/10/1980,0.54,87,66
USC00447338,"ROCKY MOUNT, VA US",7/10/1980,0.15,89,66
USC00445213,"MANASSAS, VA US",7/10/1980,0,89,63
USC00444044,"HOLLAND 1 E, VA US",7/10/1980,0.38,91,69
USC00448829,"WALKERTON 2 NW, VA US",7/11/1980,0,90,70
USC00442208,"DALE ENTERPRISE, VA US",7/11/1980,0,89,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/11/1980,0,84,60
USC00447338,"ROCKY MOUNT, VA US",7/11/1980,0.41,87,66
USC00445213,"MANASSAS, VA US",7/11/1980,0,92,65
USC00444044,"HOLLAND 1 E, VA US",7/11/1980,0.14,88,69
USC00448829,"WALKERTON 2 NW, VA US",7/12/1980,0,94,68
USC00442208,"DALE ENTERPRISE, VA US",7/12/1980,0.16,89,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/12/1980,0,89,63
USC00447338,"ROCKY MOUNT, VA US",7/12/1980,0,91,65
USC00445213,"MANASSAS, VA US",7/12/1980,0,90,65
USC00444044,"HOLLAND 1 E, VA US",7/12/1980,0,88,69
USC00448829,"WALKERTON 2 NW, VA US",7/13/1980,0.67,85,67
USC00442208,"DALE ENTERPRISE, VA US",7/13/1980,0,83,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/13/1980,0,91,60
USC00447338,"ROCKY MOUNT, VA US",7/13/1980,0.2,94,66
USC00445213,"MANASSAS, VA US",7/13/1980,0,93,62
USC00444044,"HOLLAND 1 E, VA US",7/13/1980,0.22,94,68
USC00448829,"WALKERTON 2 NW, VA US",7/14/1980,0,91,58
USC00442208,"DALE ENTERPRISE, VA US",7/14/1980,0,90,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/14/1980,0,85,63
USC00447338,"ROCKY MOUNT, VA US",7/14/1980,0,86,64
USC00445213,"MANASSAS, VA US",7/14/1980,0,91,65
USC00444044,"HOLLAND 1 E, VA US",7/14/1980,0,85,58
USC00448829,"WALKERTON 2 NW, VA US",7/15/1980,0,93,61
USC00442208,"DALE ENTERPRISE, VA US",7/15/1980,0,95,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/15/1980,0,88,64
USC00447338,"ROCKY MOUNT, VA US",7/15/1980,0,86,64
USC00445213,"MANASSAS, VA US",7/15/1980,0,93,66
USC00444044,"HOLLAND 1 E, VA US",7/15/1980,0,88,59
USC00448829,"WALKERTON 2 NW, VA US",7/16/1980,0,101,72
USC00442208,"DALE ENTERPRISE, VA US",7/16/1980,0,98,70
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/16/1980,0,95,65
USC00447338,"ROCKY MOUNT, VA US",7/16/1980,0,94,66
USC00445213,"MANASSAS, VA US",7/16/1980,0,104,72
USC00444044,"HOLLAND 1 E, VA US",7/16/1980,0,90,69
USC00448829,"WALKERTON 2 NW, VA US",7/17/1980,0,100,78
USC00442208,"DALE ENTERPRISE, VA US",7/17/1980,0.17,99,70
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/17/1980,0,100,66
USC00447338,"ROCKY MOUNT, VA US",7/17/1980,0,100,73
USC00445213,"MANASSAS, VA US",7/17/1980,0.03,103,74
USC00444044,"HOLLAND 1 E, VA US",7/17/1980,0,95,72
USC00448829,"WALKERTON 2 NW, VA US",7/18/1980,1.16,91,69
USC00442208,"DALE ENTERPRISE, VA US",7/18/1980,0,90,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/18/1980,0.04,96,59
USC00447338,"ROCKY MOUNT, VA US",7/18/1980,0.53,99,69
USC00445213,"MANASSAS, VA US",7/18/1980,0,96,68
USC00444044,"HOLLAND 1 E, VA US",7/18/1980,0.5,96,68
USC00448829,"WALKERTON 2 NW, VA US",7/19/1980,0,93,70
USC00442208,"DALE ENTERPRISE, VA US",7/19/1980,0,95,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/19/1980,0,90,60
USC00447338,"ROCKY MOUNT, VA US",7/19/1980,0,89,65
USC00445213,"MANASSAS, VA US",7/19/1980,0,97,
USC00444044,"HOLLAND 1 E, VA US",7/19/1980,0,91,72
USC00448829,"WALKERTON 2 NW, VA US",7/20/1980,0,98,75
USC00442208,"DALE ENTERPRISE, VA US",7/20/1980,0,96,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/20/1980,0,93,67
USC00447338,"ROCKY MOUNT, VA US",7/20/1980,0,93,65
USC00445213,"MANASSAS, VA US",7/20/1980,0,98,
USC00444044,"HOLLAND 1 E, VA US",7/20/1980,0,94,73
USC00448829,"WALKERTON 2 NW, VA US",7/21/1980,0,99,76
USC00442208,"DALE ENTERPRISE, VA US",7/21/1980,0.09,98,69
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/21/1980,0,97,68
USC00447338,"ROCKY MOUNT, VA US",7/21/1980,0,95,71
USC00445213,"MANASSAS, VA US",7/21/1980,0,97,78
USC00444044,"HOLLAND 1 E, VA US",7/21/1980,0,95,74
USC00448829,"WALKERTON 2 NW, VA US",7/22/1980,0,96,77
USC00442208,"DALE ENTERPRISE, VA US",7/22/1980,0.19,92,66
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/22/1980,0.15,96,62
USC00447338,"ROCKY MOUNT, VA US",7/22/1980,0.49,95,67
USC00445213,"MANASSAS, VA US",7/22/1980,1.3,95,67
USC00444044,"HOLLAND 1 E, VA US",7/22/1980,0,96,73
USC00448829,"WALKERTON 2 NW, VA US",7/23/1980,1.55,92,70
USC00442208,"DALE ENTERPRISE, VA US",7/23/1980,0.87,81,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/23/1980,0.3,90,66
USC00447338,"ROCKY MOUNT, VA US",7/23/1980,0.23,89,68
USC00445213,"MANASSAS, VA US",7/23/1980,0.9,82,68
USC00444044,"HOLLAND 1 E, VA US",7/23/1980,0,94,71
USC00448829,"WALKERTON 2 NW, VA US",7/24/1980,0,85,68
USC00442208,"DALE ENTERPRISE, VA US",7/24/1980,0,81,59
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/24/1980,1.33,81,58
USC00447338,"ROCKY MOUNT, VA US",7/24/1980,0,84,61
USC00445213,"MANASSAS, VA US",7/24/1980,0.05,85,67
USC00444044,"HOLLAND 1 E, VA US",7/24/1980,0.4,87,69
USC00448829,"WALKERTON 2 NW, VA US",7/25/1980,0,89,63
USC00442208,"DALE ENTERPRISE, VA US",7/25/1980,0,88,60
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/25/1980,0,83,59
USC00447338,"ROCKY MOUNT, VA US",7/25/1980,0,86,60
USC00445213,"MANASSAS, VA US",7/25/1980,0,90,60
USC00444044,"HOLLAND 1 E, VA US",7/25/1980,0,86,61
USC00448829,"WALKERTON 2 NW, VA US",7/26/1980,0,90,65
USC00442208,"DALE ENTERPRISE, VA US",7/26/1980,0,91,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/26/1980,0,86,62
USC00447338,"ROCKY MOUNT, VA US",7/26/1980,0,88,60
USC00445213,"MANASSAS, VA US",7/26/1980,0,90,70
USC00444044,"HOLLAND 1 E, VA US",7/26/1980,0,89,62
USC00448829,"WALKERTON 2 NW, VA US",7/27/1980,0,87,71
USC00442208,"DALE ENTERPRISE, VA US",7/27/1980,0,87,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/27/1980,0,90,68
USC00447338,"ROCKY MOUNT, VA US",7/27/1980,0,88,63
USC00445213,"MANASSAS, VA US",7/27/1980,0,93,72
USC00444044,"HOLLAND 1 E, VA US",7/27/1980,0,90,62
USC00448829,"WALKERTON 2 NW, VA US",7/28/1980,0,86,64
USC00442208,"DALE ENTERPRISE, VA US",7/28/1980,0.34,79,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/28/1980,0.02,86,64
USC00447338,"ROCKY MOUNT, VA US",7/28/1980,0,85,64
USC00445213,"MANASSAS, VA US",7/28/1980,0.01,94,66
USC00444044,"HOLLAND 1 E, VA US",7/28/1980,0,89,68
USC00448829,"WALKERTON 2 NW, VA US",7/29/1980,0.01,88,72
USC00442208,"DALE ENTERPRISE, VA US",7/29/1980,0.75,82,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/29/1980,0.84,80,65
USC00447338,"ROCKY MOUNT, VA US",7/29/1980,0.7,80,64
USC00445213,"MANASSAS, VA US",7/29/1980,0,89,67
USC00444044,"HOLLAND 1 E, VA US",7/29/1980,0,90,72
USC00448829,"WALKERTON 2 NW, VA US",7/30/1980,0,90,64
USC00442208,"DALE ENTERPRISE, VA US",7/30/1980,0,87,59
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/30/1980,0,84,57
USC00447338,"ROCKY MOUNT, VA US",7/30/1980,0,86,63
USC00445213,"MANASSAS, VA US",7/30/1980,0,87,70
USC00444044,"HOLLAND 1 E, VA US",7/30/1980,0,91,67
USC00448829,"WALKERTON 2 NW, VA US",7/31/1980,0,93,67
USC00442208,"DALE ENTERPRISE, VA US",7/31/1980,0,91,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/31/1980,0,87,61
USC00447338,"ROCKY MOUNT, VA US",7/31/1980,0,90,63
USC00445213,"MANASSAS, VA US",7/31/1980,0,93,67
USC00444044,"HOLLAND 1 E, VA US",7/31/1980,0,94,71
USC00448829,"WALKERTON 2 NW, VA US",8/1/1980,0,96,72
USC00442208,"DALE ENTERPRISE, VA US",8/1/1980,0,88,70
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/1/1980,0,91,65
USC00445213,"MANASSAS, VA US",8/1/1980,0.41,97,67
USC00444044,"HOLLAND 1 E, VA US",8/1/1980,0,98,74
USC00448829,"WALKERTON 2 NW, VA US",8/2/1980,0,98,64
USC00442208,"DALE ENTERPRISE, VA US",8/2/1980,0,94,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/2/1980,0,90,60
USC00445213,"MANASSAS, VA US",8/2/1980,0,96,69
USC00444044,"HOLLAND 1 E, VA US",8/2/1980,0,104,75
USC00448829,"WALKERTON 2 NW, VA US",8/3/1980,0,98,77
USC00442208,"DALE ENTERPRISE, VA US",8/3/1980,0.05,92,70
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/3/1980,0,94,66
USC00445213,"MANASSAS, VA US",8/3/1980,0.47,100,73
USC00444044,"HOLLAND 1 E, VA US",8/3/1980,0,97,75
USC00448829,"WALKERTON 2 NW, VA US",8/4/1980,0.41,96,70
USC00442208,"DALE ENTERPRISE, VA US",8/4/1980,0.36,95,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/4/1980,0.07,92,68
USC00445213,"MANASSAS, VA US",8/4/1980,0,98,67
USC00444044,"HOLLAND 1 E, VA US",8/4/1980,0,96,75
USC00448829,"WALKERTON 2 NW, VA US",8/5/1980,0,96,71
USC00442208,"DALE ENTERPRISE, VA US",8/5/1980,0.55,91,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/5/1980,0,92,64
USC00445213,"MANASSAS, VA US",8/5/1980,0,97,70
USC00444044,"HOLLAND 1 E, VA US",8/5/1980,0,101,74
USC00448829,"WALKERTON 2 NW, VA US",8/6/1980,0,95,70
USC00442208,"DALE ENTERPRISE, VA US",8/6/1980,0.02,88,66
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/6/1980,0,91,60
USC00445213,"MANASSAS, VA US",8/6/1980,0,92,68
USC00444044,"HOLLAND 1 E, VA US",8/6/1980,0.09,100,74
USC00448829,"WALKERTON 2 NW, VA US",8/7/1980,0,94,70
USC00442208,"DALE ENTERPRISE, VA US",8/7/1980,0,90,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/7/1980,0,90,60
USC00445213,"MANASSAS, VA US",8/7/1980,0,95,67
USC00444044,"HOLLAND 1 E, VA US",8/7/1980,0,99,71
USC00448829,"WALKERTON 2 NW, VA US",8/8/1980,0,97,68
USC00442208,"DALE ENTERPRISE, VA US",8/8/1980,0.33,93,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/8/1980,0,94,65
USC00445213,"MANASSAS, VA US",8/8/1980,0,99,66
USC00444044,"HOLLAND 1 E, VA US",8/8/1980,0,96,69
USC00448829,"WALKERTON 2 NW, VA US",8/9/1980,0,97,69
USC00442208,"DALE ENTERPRISE, VA US",8/9/1980,0,93,68
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/9/1980,0.23,96,
USC00445213,"MANASSAS, VA US",8/9/1980,0,99,70
USC00444044,"HOLLAND 1 E, VA US",8/9/1980,0,98,72
USC00448829,"WALKERTON 2 NW, VA US",8/10/1980,0.11,97,72
USC00442208,"DALE ENTERPRISE, VA US",8/10/1980,0.37,91,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/10/1980,0.68,95,
USC00445213,"MANASSAS, VA US",8/10/1980,0,97,67
USC00444044,"HOLLAND 1 E, VA US",8/10/1980,0,96,72
USC00448829,"WALKERTON 2 NW, VA US",8/11/1980,0,97,74
USC00442208,"DALE ENTERPRISE, VA US",8/11/1980,0,92,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/11/1980,0,96,
USC00445213,"MANASSAS, VA US",8/11/1980,0,98,72
USC00444044,"HOLLAND 1 E, VA US",8/11/1980,0,95,75
USC00448829,"WALKERTON 2 NW, VA US",8/12/1980,0,96,78
USC00442208,"DALE ENTERPRISE, VA US",8/12/1980,0,85,70
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/12/1980,0,92,68
USC00445213,"MANASSAS, VA US",8/12/1980,0.02,95,70
USC00444044,"HOLLAND 1 E, VA US",8/12/1980,0,97,75
USC00448829,"WALKERTON 2 NW, VA US",8/13/1980,0,90,68
USC00442208,"DALE ENTERPRISE, VA US",8/13/1980,0,86,70
